sentiment,Content
happiness,"GOT MY RITE EAR PEIRCED! brother got his first peircing, his left ear. I also got 2 new septum bars, one is a  black c bar with balls!"
happiness,"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one. $$$."
surprise,"Got Six Feet Under series 1 on DVD"
surprise,"Got that right! And i know when I found out she wasn't coming i cried!  It really sucks but Im still happy she headlining  now!"
surprise,"Got the news"
happiness,"Got to go shopping with wife down to Tesco's. I knew my day was going to well."
happiness,"Got told I got a good chance at gettin the job  I am so so excited .omgggg. When I come back I want too..."
surprise,"Got word from USAA that the minivan is totalled.  Now we need a high valuation for something to buy a new car with."
happiness,"Gotcha.  My place is Atlantic side.  Better for surfing   Plus I like to be close to the crazy foreign restaurants. Mmm, FL."
happiness,"Gotta be at church by ten for camera meeting  Finally!! =D lol"
happiness,"Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time"
enthusiasm,"gotta catch 'em all"
enthusiasm,"gotta check with the bro on that...and mine is a girl"
relief,"gotta go! bye twitterland!  good night! i'll try sleep. so that i will recover easily! still sick!  bye!"
relief,"Gotta love skype! Make sure you get their new update!"
happiness,"Gotta make the video public, dear. LOL ...can't see it."
surprise,"Gotta TeraByte  of space to store movies"
happiness,"Granny, Linda will be happy."
happiness,"greaaat, do minee now pleaseeeeee"
happiness,"Great !!! Your book looks fantastic ? I want it"
enthusiasm,"Great avatar"
happiness,"great day/night with my gabberss"
happiness,"Great idea"
happiness,"great interview, your videos are my favorite on youtube"
happiness,"Great job!"
relief,"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh"
happiness,"Great motorcycle ride along Hood Canal and through Gig Harbor today. Not to warm, great sunshine, stunning day"
surprise,"Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!"
happiness,"Great news! we got it by the balls"
happiness,"GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too"
enthusiasm,"Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine"
happiness,"great show"
happiness,"great song even if i can't understand lol"
happiness,"Great stuff, can't wait to hear it!"
enthusiasm,"great thanks  looking for a client, maybe I can use this myself, gonna try it"
enthusiasm,"great thanks hun, i did thr family thing this wknd too! 5 weeks today we hit the USA, cant wait!!"
happiness,"great to hear you saw Slumdog Millionaire! And yes, that's a Bollywood thing at the end"
enthusiasm,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future"
relief,"Great write up.  Player won't start though"
happiness,"Great!"
happiness,"great!!  i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!"
happiness,"GREAT!! i obviously should check twitter more often to know all the important stuff thats going on"
relief,"great. more rain"
surprise,"great.. My best wishes for great future of the site.."
relief,"Greenday are coming in December"
happiness,"greeting you all a happy mother's day!"
enthusiasm,"Greg Pritchard should have got threw to the final of britains got talent"
happiness,"Grilled chicken, broccolli, and water.  Yummy and healthy. Well until I put butter on my veggies but whatever"
surprise,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need"
surprise,"GRR. we are only allowed gas grills where i live, it sucks."
relief,"Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!"
happiness,"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy"
relief,"grubs up  so nice being cooked for, I feel like a princess every time"
happiness,"Guess I was too late  #sigjeans"
happiness,"Guess what? mom adopted a kitty today (11 months) His name is Corky"
relief,"Guess who has internet at her house? *raises hand* And it's not dial up."
happiness,"Guinness got 2 'new' toys from mom and dads house.  Hooray for free stuff"
happiness,"guns and roses baby! yay!  was hopin you would blip.fm it"
surprise,"Gusying up for  dinner, Bourbon &amp; Branch, Zeitgeist and surprise party for Taylor!   Shh..."
happiness,"Guten Morgen/ Good Morning/"
surprise,"gutted - the handbag I wanted has been sold!"
relief,"ha english portfolio!!! i finally finshed you  annnd you! comm final. youre half done! whoa 6:44am time for sleeps. night"
surprise,"HA ha - how much?  Thanks for starting to follow me."
happiness,"Ha ha 1 point for the men"
happiness,"ha ha surprisingly well considering!! Having a good time in the sun up in the mountains"
happiness,"Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x"
enthusiasm,"Ha ha, might be - I've doubled my morning intake already in the last couple of days - now have a HUGE bowlful!"
surprise,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice"
enthusiasm,"ha I think I got like two hours of sleep last night and I have an early start tomorrow, so chillin and sleep is needed!"
surprise,"ha that was ages ago!  youre in LA right? the weather is much better there..."
happiness,"Ha, sure  hey, text me normal. 512 718 4879"
relief,"ha, the first request for sending a paper copy of my thesis"
happiness,"Ha, the lead singer gave me a high five and i got one of their guitar pics!"
relief,"Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck"
happiness,"ha! Apparently I talk with a posh accent according to the ppl I saw in the Shire last+dressed very feminely! Makes you chuckle"
happiness,"ha! nice.    that's about all the german you're gonna get from me.  after that, it's just counting and jibberish."
surprise,"ha! you're right...I know you're right."
happiness,"Ha... Totally go for it. You're a journalism major, so it's a perfect fit."
happiness,"haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
enthusiasm,"haaah, making the card for mothers day,  and listening to musicc"
surprise,"Haahaha omg.. dude I read that and almost choked.. haha thanks"
happiness,"haciendo mi primer app con Thin + Rack + some crazy stuff..."
happiness,"had  a little family party tonight   hope it rocked"
happiness,"had a awesome day!"
happiness,"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday."
happiness,"had a cracking night last night, don't think i've ever laughed so much  nice, lazy day today woop!"
relief,"had a fun day at the theatre... glad to be back in town for a while"
happiness,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!"
relief,"Had a good day 2day!  off to bed. Nite tweeps."
relief,"Had a good end to a busy day and now I'm off to bed with a full belly of sushi"
happiness,"Had a good time out , now I must sleep lol. Gym &amp; dance rehearsals in like 5 hours,"
surprise,"Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite"
happiness,"had a great day"
happiness,"Had a great day with the moms and sis  really makes ya appreciate those days"
happiness,"had a great night with friends"
happiness,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!"
happiness,"Had a great night! Tomorrow is mothers day"
happiness,"had a great shot yesterday, editing pics now"
happiness,"Had a great talk with Tony this afternoon... we're going to give it another go"
happiness,"had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored.."
happiness,"Had a great time last night!"
surprise,"Had a great time singing karaoke with the fam...good times"
happiness,"had a great time talkin with Mike tonight for three hrs."
happiness,"Had a great time with mpix shootout, just great  thanks mpix..."
happiness,"Had a great weekend with One, hanging with Nick &amp; Brendon, church this morning! Can't believe Loretta won the Mothers Day raffle again!"
happiness,"Had a Great weekend!! and is in such a good mood, she doesn't even mind being at work this morning!"
happiness,"had a lovely breakfast with mum...yummy pancakes"
happiness,"Had a lovely day yesterday. The weather was great! Now stupid slapton"
happiness,"Had a nice dinner with mom! I've started the chicken rolls. They are going to cook overnight. The rest I'll do tomorrow."
happiness,"had a nice mother's day with mum. she liked her presents. wondering if i'll ever see some one again. talking to sisa."
happiness,"Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening"
happiness,"Had a ton of fun w muffin today"
happiness,"had a very good day and is now going to get into bed!"
surprise,"had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin' Spartacus!.. aka: Mike-E!!!"
happiness,"Had an amazing night with my favorite lady friend"
happiness,"had an amazing night with the girls"
surprise,"had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!"
surprise,"had an answered prayer which caught me by surprise. LORD, you are amazing!"
